,Month,WeekOfMonth,DayOfWeek,Make_Honda,Make_Toyota,Make_Ford,Make_Mazda,Make_Chevrolet,Make_Pontiac,Make_Accura,Make_Dodge,Make_Mercury,Make_Jaguar,Make_Nisson,Make_VW,Make_Saab,Make_Saturn,Make_Porche,Make_BMW,Make_Mecedes,Make_Ferrari,Make_Lexus,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus_Single,MaritalStatus_Married,MaritalStatus_Widow,MaritalStatus_Divorced,Age,Fault,PolicyType_Sport - Liability,PolicyType_Sport - Collision,PolicyType_Sedan - Liability,PolicyType_Utility - All Perils,PolicyType_Sedan - All Perils,PolicyType_Sedan - Collision,PolicyType_Utility - Collision,PolicyType_Utility - Liability,PolicyType_Sport - All Perils,VehicleCategory_Sport,VehicleCategory_Utility,VehicleCategory_Sedan,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy_Liability,BasePolicy_Collision,BasePolicy_All Perils,,FraudFound_P
10571,10,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,3,0,0,1,0,0,53,0,0,0,0,0,1,0,0,0,0,0,0,1,49500,10573,3,400,2,31,31,1,8,45.5,0,0,1,0,0,1,1995,0,0,1,,0
10572,11,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,4,0,0,1,0,0,75,1,0,1,0,0,0,0,0,0,0,1,0,0,69001,10574,4,400,1,31,31,0,8,66,0,0,1,0,0,1,1995,0,1,0,,0
10573,3,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,0,0,42,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,10575,16,400,3,31,31,0,7,38,0,0,1,0,0,1,1995,0,0,1,,0
10574,10,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,3,1,0,1,0,0,33,0,0,0,1,0,0,0,0,0,0,1,0,0,24500,10576,14,400,1,31,31,0,5,33,0,0,1,1,0,1,1995,1,0,0,,0
10575,10,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,2,0,0,1,0,0,46,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,10577,1,400,2,31,31,2,7,45.5,0,0,1,0,0,1,1995,0,1,0,,0
10576,12,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,3,0,0,1,0,0,58,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,10578,11,400,3,31,31,0,8,58,0,0,1,0,0,1,1995,0,1,0,,0
10577,12,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,5,0,0,1,0,0,29,0,0,1,0,0,0,0,0,0,0,1,0,0,69001,10579,13,400,3,31,31,0,6,33,0,0,1,0,0,3.5,1995,0,1,0,,0
10578,10,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,4,0,1,0,0,0,29,0,0,0,1,0,0,0,0,0,0,1,0,0,24500,10580,1,400,2,31,31,2,6,33,0,0,1,0,0,1,1995,1,0,0,,0
10579,10,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,2,0,0,1,0,0,42,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,10581,7,400,4,31,31,0,6,38,0,0,0,3,0,1,1995,0,1,0,,0
10580,6,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,2,0,0,1,0,0,75,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,10582,7,400,3,31,31,0,8,66,0,0,1,0,0,1,1995,1,0,0,,0
10581,7,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,4,0,1,0,0,0,44,0,0,0,1,0,0,0,0,0,0,1,0,0,24500,10583,12,400,2,31,31,2,7,38,0,0,1,6,0,1,1995,1,0,0,,0
10582,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,1,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,10584,10,400,3,31,31,0,8,45.5,0,0,1,0,0,1,1995,0,0,1,,0
10583,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,0,0,1,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0,1,19999,10585,12,400,1,31,31,0,6,33,0,0,1,0,6,2,1995,0,0,1,,0
10584,9,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,1,1,0,1,0,0,41,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,10586,5,400,2,31,31,0,5,38,0,0,1,3,0,1,1995,0,1,0,,0
10585,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,2,0,0,1,0,0,43,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,10587,9,400,2,31,31,2,8,38,0,0,1,1,0,1,1995,1,0,0,,0
10586,4,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,0,0,1,0,0,34,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,10588,14,400,1,31,31,1,6,33,0,0,1,6,0,1,1995,0,1,0,,0
10587,7,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,7,3,0,0,1,0,0,37,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,10589,15,400,2,31,31,0,7,38,0,0,1,6,0,1,1995,0,0,1,,0
10588,7,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,0,0,1,0,0,43,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,10590,11,400,2,31,31,5,7,38,0,0,1,3,0,1,1995,1,0,0,,0
10589,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,1,0,0,0,34,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,10591,6,400,2,31,31,2,6,33,0,0,1,6,0,1,1995,0,1,0,,0
10590,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,1,0,0,0,16.5,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,10592,7,400,3,31,31,2,0,16.5,0,0,1,0,0,1,1995,1,0,0,,0
10591,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,2,1,0,1,0,0,71,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,10593,13,400,4,31,31,2,8,66,0,0,1,6,0,1,1995,1,0,0,,0
10592,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,4,0,0,1,0,0,29,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,10594,6,400,3,31,31,2,7,33,0,0,1,6,0,1,1995,0,1,0,,0
10593,4,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,1,0,0,43,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,10595,1,400,3,31,31,0,6,38,0,0,1,0,0,1,1995,1,0,0,,0
10594,9,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,5,0,0,1,0,0,38,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,10596,11,400,1,31,31,2,8,38,0,0,1,3,0,1,1995,0,1,0,,0
10595,9,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,4,0,1,0,0,0,34,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,10597,5,400,3,31,31,1,5,33,0,0,1,0,0,1,1995,0,1,0,,0
10596,9,4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,4,0,0,1,0,0,65,1,0,0,0,0,1,0,0,0,0,0,0,1,69001,10598,15,400,2,31,31,2,8,58,0,0,1,6,0,1,1995,0,0,1,,0
10597,9,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,2,0,0,1,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,10599,7,400,2,31,31,0,6,33,0,0,1,0,0,1,1995,0,0,1,,0
10598,8,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,1,0,0,1,0,0,54,0,0,0,0,0,1,0,0,0,0,0,0,1,34500,10600,9,400,4,31,31,2,8,45.5,0,0,1,1,0,1,1995,0,0,1,,0
10599,6,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,4,1,0,1,0,0,37,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,10601,8,400,1,31,31,2,6,38,0,0,1,3,0,1,1995,0,1,0,,0
10600,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,0,0,1,0,0,60,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,10602,16,400,2,31,31,2,8,58,0,0,1,0,0,1,1995,1,0,0,,0
10601,5,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,0,0,1,0,0,59,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,10603,11,700,2,31,31,1,8,58,0,0,1,6,0,1,1995,0,0,1,,0
10602,5,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,0,0,1,0,0,58,1,0,1,0,0,0,0,0,0,0,1,0,0,69001,10604,1,400,1,31,31,0,8,58,0,0,1,0,0,1,1995,0,1,0,,0
10603,8,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,4,0,0,1,0,0,27,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,10605,15,400,2,31,31,0,7,33,0,0,1,0,0,1,1995,0,0,1,,0
10604,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,1,0,0,0,22,1,0,1,0,0,0,0,0,0,0,1,0,0,69001,10606,3,400,3,31,31,1,4,28,0,0,1,3,6,2,1995,0,1,0,,0
10605,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,1,0,0,0,29,1,0,0,1,0,0,0,0,0,0,1,0,0,49500,10607,6,400,3,31,31,5,7,33,0,0,1,1,0,1,1995,1,0,0,,0
10606,3,4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,0,1,0,0,0,39,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,10608,16,400,3,31,31,2,7,38,0,0,1,6,0,1,1995,1,0,0,,0
10607,11,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,3,0,1,0,0,0,33,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,10609,1,500,4,31,31,2,6,33,0,0,1,0,2.5,1,1995,0,1,0,,0
10608,8,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,3,0,0,1,0,0,39,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,10610,15,400,3,31,31,0,8,38,0,0,1,6,0,1,1995,1,0,0,,0
10609,7,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,1,0,1,0,0,0,22,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,10611,16,400,4,31,31,2,5,28,0,0,1,1,0,1,1995,1,0,0,,0
10610,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,0,0,1,0,0,64,0,0,0,0,0,1,0,0,0,0,0,0,1,34500,10612,2,400,3,31,31,1,7,58,0,0,1,3,0,1,1995,0,0,1,,0
10611,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,2,1,1,0,0,0,37,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,10613,16,400,3,31,31,2,6,38,0,0,0,0,0,1,1995,1,0,0,,0
10612,6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,3,1,0,1,0,0,48,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,10614,13,400,4,31,31,5,6,45.5,0,0,1,0,0,1,1995,1,0,0,,0
10613,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,3,0,0,1,0,0,32,0,0,0,1,0,0,0,0,0,0,1,0,0,24500,10615,13,400,4,31,31,5,6,33,0,0,1,6,0,1,1995,1,0,0,,0
10614,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,0,1,0,0,0,16.5,1,0,0,0,0,0,1,0,0,0,0,0,1,69001,10616,15,400,1,31,31,0,0,16.5,0,0,1,0,0,1,1995,0,1,0,,0
10615,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,0,0,1,0,0,68,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,10617,12,400,3,31,31,1,8,66,0,0,1,6,0,1,1995,0,1,0,,0
10616,3,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,1,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,1,69001,10618,4,400,3,11.5,31,1,6,33,0,0,1,0,0,1,1995,0,0,1,,0
10617,3,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,1,0,0,63,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,10619,7,400,1,31,31,2,7,58,0,0,1,6,0,1,1995,1,0,0,,0
10618,4,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,1,0,1,0,0,0,69,1,0,0,0,0,0,1,0,0,0,0,0,1,69001,10620,4,400,2,31,31,2,8,66,0,0,1,1,0,3.5,1995,0,1,0,,0
10619,4,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,5,2,0,0,1,0,0,64,0,0,0,0,0,1,0,0,0,0,0,0,1,69001,10621,10,400,2,31,31,0,7,58,0,0,1,0,0,1,1995,0,0,1,,0
10620,4,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,1,0,0,38,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,10622,4,400,2,31,31,2,7,38,0,0,1,0,0,1,1995,0,1,0,,0
10621,3,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,1,0,1,0,0,40,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,10623,3,400,2,31,31,2,5,38,0,0,1,0,0,1,1995,1,0,0,,0
10622,4,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,1,0,0,47,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,10624,13,400,4,31,31,2,8,45.5,0,0,1,3,0,1,1995,0,1,0,,0
10623,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,2,0,0,1,0,0,43,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,10625,15,400,4,31,31,1,5,38,0,0,1,1,0,1,1995,0,1,0,,0
10624,3,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,1,0,0,0,29,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,10626,5,400,2,31,31,1,6,33,0,0,1,0,0,1,1995,0,1,0,,0
10625,11,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,1,0,0,50,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,10627,6,400,4,31,31,1,8,45.5,0,0,1,6,6,2,1995,1,0,0,,0
10626,12,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,3,0,0,1,0,0,37,0,0,0,1,0,0,0,0,0,0,1,0,0,24500,10628,12,400,3,31,31,5,7,38,0,0,1,0,0,1,1995,1,0,0,,0
10627,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,1,0,0,0,34,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,10629,11,400,3,31,31,5,6,33,0,0,1,1,0,1,1995,1,0,0,,0
10628,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,0,0,1,0,0,45,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,10630,11,400,3,31,31,2,7,38,0,0,1,3,0,1,1995,0,1,0,,1
10629,1,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,0,0,1,0,0,27,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,10631,11,400,4,31,31,2,7,33,0,0,1,6,0,1,1995,1,0,0,,0
10630,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,1,0,0,0,43,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,10632,10,400,2,31,31,5,7,38,0,0,1,0,0,1,1995,1,0,0,,0
10631,2,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,0,29,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,10633,9,400,4,31,31,5,6,33,0,0,1,1,0,1,1995,1,0,0,,0
10632,2,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,1,0,1,0,0,40,1,0,0,0,0,0,1,0,0,0,0,0,1,19999,10634,2,700,4,31,31,2,7,38,0,0,1,1,0,1,1995,0,1,0,,0
10633,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,0,1,0,0,0,26,0,0,0,1,0,0,0,0,0,0,1,0,0,24500,10635,4,400,2,31,31,2,6,33,0,0,1,3,0,1,1995,1,0,0,,0
10634,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,0,1,0,0,0,16.5,1,0,0,0,0,0,1,0,0,0,0,0,1,69001,10636,7,400,4,31,31,2,0,16.5,0,0,1,0,0,1,1995,0,1,0,,0
10635,2,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,0,0,1,0,0,38,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,10637,5,400,2,31,31,2,7,38,0,0,1,0,0,1,1995,1,0,0,,0
10636,2,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,1,1,0,0,0,29,1,0,0,1,0,0,0,0,0,0,1,0,0,19999,10638,6,400,4,31,31,2,7,33,0,0,1,1,0,1,1995,1,0,0,,0
10637,2,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,1,0,0,51,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,10639,13,400,4,31,31,1,7,45.5,0,0,1,0,0,1,1995,0,0,1,,0
10638,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,1,0,0,27,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,10640,14,400,1,31,31,2,6,33,0,0,1,0,0,1,1995,1,0,0,,0
10639,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,1,0,0,47,0,0,0,0,0,0,0,0,1,0,0,1,0,69001,10641,9,400,4,31,31,2,8,45.5,0,0,1,1,0,1,1995,1,0,0,,0
10640,3,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,1,0,1,0,0,37,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,10642,2,400,3,31,31,5,5,38,0,0,1,1,0,1,1995,1,0,0,,0
10641,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,1,0,0,53,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,10643,2,400,1,31,31,0,8,45.5,0,0,1,0,0,1,1995,0,1,0,,1
10642,3,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,1,0,1,0,0,26,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,10644,6,400,1,31,31,2,2,33,0,0,1,6,0,1,1995,0,1,0,,0
10643,3,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,4,1,1,0,0,0,35,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,10645,3,400,3,31,31,5,6,33,0,0,1,6,0,1,1995,1,0,0,,0
10644,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,1,0,0,30,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,10646,10,400,2,31,31,2,6,33,0,0,1,0,0,1,1995,1,0,0,,0
10645,4,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,1,0,1,0,0,45,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,10647,11,400,1,31,31,0,7,38,0,0,1,1,0,1,1995,1,0,0,,0
10646,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,1,0,0,44,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,10648,6,400,3,31,31,1,8,38,0,0,1,3,1,2,1995,1,0,0,,0
10647,4,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,1,1,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,10649,15,400,1,31,31,2,3,28,0,0,1,0,0,1,1995,0,0,1,,0
10648,4,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,1,0,0,29,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,10650,6,400,2,31,31,2,6,33,0,0,1,3,0,1,1995,0,0,1,,0
10649,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,1,1,0,0,0,60,0,0,0,0,0,1,0,0,0,0,0,0,1,19999,10651,15,400,3,31,31,0,8,58,0,0,1,1,0,1,1995,0,0,1,,0
10650,5,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,1,0,0,36,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,10652,11,400,4,31,31,2,7,38,1,0,1,6,0,1,1995,0,0,1,,0
10651,5,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,0,0,1,0,0,37,0,0,0,0,0,1,0,0,0,0,0,0,1,19999,10653,6,400,4,31,31,0,8,38,0,0,1,0,0,1,1995,0,0,1,,0
10652,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,0,1,0,0,0,32,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,10654,7,400,3,31,31,1,6,33,0,0,1,0,0,1,1995,0,0,1,,0
10653,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,0,0,1,0,0,51,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,10655,5,400,3,31,31,1,8,45.5,0,0,1,1,0,1,1995,0,0,1,,0
10654,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,1,0,0,53,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,10656,15,400,1,31,31,0,8,45.5,0,0,1,1,0,1,1995,0,1,0,,0
10655,9,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,1,0,0,1,0,0,42,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,10657,11,400,4,31,31,2,7,38,1,0,1,0,0,1,1995,0,1,0,,0
10656,9,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,1,0,0,0,45,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,10658,10,400,1,31,31,0,7,38,0,0,1,3,0,1,1995,0,1,0,,0
10657,10,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,1,0,0,1,0,0,30,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,10659,4,400,2,31,31,5,7,33,0,0,1,6,0,1,1995,1,0,0,,0
10658,10,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,1,0,1,0,0,0,33,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,10660,7,500,4,31,31,2,6,33,0,0,1,3,2.5,1,1995,1,0,0,,0
10659,11,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,5,0,0,1,0,0,30,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,10661,3,400,1,31,31,2,7,33,0,0,1,0,0,3.5,1995,1,0,0,,0
10660,1,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,39,1,0,0,0,0,0,1,0,0,0,0,0,1,19999,10662,6,400,4,31,31,5,8,38,0,0,1,0,0,1,1995,0,1,0,,0
10661,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,32,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,10663,8,400,3,31,31,5,7,33,0,0,1,1,0,1,1995,1,0,0,,0
10662,2,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,1,0,1,0,0,27,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,10664,9,400,2,31,31,2,6,33,0,0,1,0,0,1,1995,1,0,0,,0
10663,2,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,1,0,0,0,34,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,10665,5,700,2,31,31,5,7,33,0,0,1,0,0,1,1995,1,0,0,,0
10664,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,4,0,0,1,0,0,44,0,0,0,1,0,0,0,0,0,0,1,0,0,24500,10666,16,400,1,31,31,2,7,38,0,0,1,6,0,1,1995,1,0,0,,0
10665,2,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,1,0,1,0,0,60,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,10667,12,400,3,31,31,0,8,58,0,0,0,3,0,1,1995,0,1,0,,0
